"ASCOLTO_ID","PALINSESTO_ID","PROGRAMMA_ID","DATA_RILEVAZIONE","FASCIA_ORARIA","REGIONE","TELESPETTATORI","SHARE_PERCENTUALE","TARGET_COMMERCIALE","DISPOSITIVO"
2619,262,9,"2024-03-04","Access Prime Time","Toscana",1661305,17.00,"Tutti","Streaming"
2620,262,9,"2024-03-04","Access Prime Time","Veneto",1102171,23.00,"Responsabili Acquisto","Streaming"
2621,263,9,"2024-03-07","Access Prime Time","Calabria",665460,6.00,"Responsabili Acquisto","Streaming"
2622,263,9,"2024-03-07","Access Prime Time","Campania",1087488,12.00,"Tutti","Streaming"
2623,263,9,"2024-03-07","Access Prime Time","Emilia-Romagna",607764,12.00,"Tutti","TV Tradizionale"
2624,263,9,"2024-03-07","Access Prime Time","Lazio",1308108,6.00,"Tutti","Smart TV"
2625,263,9,"2024-03-07","Access Prime Time","Lombardia",1519177,25.00,"Responsabili Acquisto","Smart TV"
2626,263,9,"2024-03-07","Access Prime Time","Piemonte",615859,19.00,"Adulti 25-54","TV Tradizionale"
2627,263,9,"2024-03-07","Access Prime Time","Puglia",127397,24.00,"Responsabili Acquisto","Smart TV"
2628,263,9,"2024-03-07","Access Prime Time","Sicilia",1054057,16.00,"Adulti 25-54","TV Tradizionale"
2629,263,9,"2024-03-07","Access Prime Time","Toscana",1783559,31.00,"Adulti 25-54","Streaming"
2630,263,9,"2024-03-07","Access Prime Time","Veneto",496863,9.00,"Giovani 15-34","Streaming"
2631,264,9,"2024-03-10","Access Prime Time","Calabria",1465808,27.00,"Giovani 15-34","Streaming"
2632,264,9,"2024-03-10","Access Prime Time","Campania",293705,7.00,"Tutti","Streaming"
2633,264,9,"2024-03-10","Access Prime Time","Emilia-Romagna",1667837,27.00,"Tutti","TV Tradizionale"
2634,264,9,"2024-03-10","Access Prime Time","Lazio",1799956,29.00,"Responsabili Acquisto","Smart TV"
2635,264,9,"2024-03-10","Access Prime Time","Lombardia",1371206,12.00,"Tutti","Smart TV"
2636,264,9,"2024-03-10","Access Prime Time","Piemonte",840945,19.00,"Giovani 15-34","TV Tradizionale"
2637,264,9,"2024-03-10","Access Prime Time","Puglia",1520533,12.00,"Giovani 15-34","Smart TV"
2638,264,9,"2024-03-10","Access Prime Time","Sicilia",824488,19.00,"Giovani 15-34","TV Tradizionale"
2639,264,9,"2024-03-10","Access Prime Time","Toscana",377962,17.00,"Adulti 25-54","Streaming"
2640,264,9,"2024-03-10","Access Prime Time","Veneto",590164,34.00,"Adulti 25-54","Streaming"
2641,265,9,"2024-03-13","Access Prime Time","Calabria",1248913,25.00,"Giovani 15-34","Streaming"
2642,265,9,"2024-03-13","Access Prime Time","Campania",1877745,32.00,"Giovani 15-34","Streaming"
2643,265,9,"2024-03-13","Access Prime Time","Emilia-Romagna",1817694,20.00,"Responsabili Acquisto","TV Tradizionale"
2644,265,9,"2024-03-13","Access Prime Time","Lazio",1207605,24.00,"Giovani 15-34","Smart TV"
2645,265,9,"2024-03-13","Access Prime Time","Lombardia",457727,32.00,"Tutti","Smart TV"
2646,265,9,"2024-03-13","Access Prime Time","Piemonte",1713128,16.00,"Responsabili Acquisto","TV Tradizionale"
2647,265,9,"2024-03-13","Access Prime Time","Puglia",290226,34.00,"Tutti","Smart TV"
2648,265,9,"2024-03-13","Access Prime Time","Sicilia",1784834,27.00,"Tutti","TV Tradizionale"
2649,265,9,"2024-03-13","Access Prime Time","Toscana",430206,9.00,"Tutti","Streaming"
2650,265,9,"2024-03-13","Access Prime Time","Veneto",1623099,34.00,"Giovani 15-34","Streaming"
2651,266,9,"2024-03-16","Access Prime Time","Calabria",222249,5.00,"Giovani 15-34","Streaming"
2652,266,9,"2024-03-16","Access Prime Time","Campania",833573,26.00,"Giovani 15-34","Streaming"
2653,266,9,"2024-03-16","Access Prime Time","Emilia-Romagna",640189,30.00,"Responsabili Acquisto","TV Tradizionale"
2654,266,9,"2024-03-16","Access Prime Time","Lazio",1455683,16.00,"Giovani 15-34","Smart TV"
2655,266,9,"2024-03-16","Access Prime Time","Lombardia",835915,28.00,"Giovani 15-34","Smart TV"
2656,266,9,"2024-03-16","Access Prime Time","Piemonte",1197130,5.00,"Tutti","TV Tradizionale"
2657,266,9,"2024-03-16","Access Prime Time","Puglia",769724,35.00,"Giovani 15-34","Smart TV"
2658,266,9,"2024-03-16","Access Prime Time","Sicilia",1132104,11.00,"Giovani 15-34","TV Tradizionale"
2659,266,9,"2024-03-16","Access Prime Time","Toscana",1395200,9.00,"Responsabili Acquisto","Streaming"
2660,266,9,"2024-03-16","Access Prime Time","Veneto",1523993,20.00,"Tutti","Streaming"
2661,267,9,"2024-03-19","Access Prime Time","Calabria",351887,17.00,"Tutti","Streaming"
2662,267,9,"2024-03-19","Access Prime Time","Campania",1973590,11.00,"Responsabili Acquisto","Streaming"
2663,267,9,"2024-03-19","Access Prime Time","Emilia-Romagna",1314699,15.00,"Tutti","TV Tradizionale"
2664,267,9,"2024-03-19","Access Prime Time","Lazio",984544,35.00,"Tutti","Smart TV"
2665,267,9,"2024-03-19","Access Prime Time","Lombardia",709984,21.00,"Responsabili Acquisto","Smart TV"
2666,267,9,"2024-03-19","Access Prime Time","Piemonte",250600,20.00,"Responsabili Acquisto","TV Tradizionale"
2667,267,9,"2024-03-19","Access Prime Time","Puglia",1703961,10.00,"Adulti 25-54","Smart TV"
2668,267,9,"2024-03-19","Access Prime Time","Sicilia",1310832,31.00,"Adulti 25-54","TV Tradizionale"
2669,267,9,"2024-03-19","Access Prime Time","Toscana",1094980,5.00,"Adulti 25-54","Streaming"
2670,267,9,"2024-03-19","Access Prime Time","Veneto",1332343,24.00,"Responsabili Acquisto","Streaming"
2671,268,9,"2024-03-22","Access Prime Time","Calabria",1192773,22.00,"Giovani 15-34","Streaming"
2672,268,9,"2024-03-22","Access Prime Time","Campania",364382,33.00,"Responsabili Acquisto","Streaming"
2673,268,9,"2024-03-22","Access Prime Time","Emilia-Romagna",1315592,23.00,"Adulti 25-54","TV Tradizionale"
2674,268,9,"2024-03-22","Access Prime Time","Lazio",59111,17.00,"Adulti 25-54","Smart TV"
2675,268,9,"2024-03-22","Access Prime Time","Lombardia",1028403,28.00,"Adulti 25-54","Smart TV"
2676,268,9,"2024-03-22","Access Prime Time","Piemonte",304773,29.00,"Tutti","TV Tradizionale"
2677,268,9,"2024-03-22","Access Prime Time","Puglia",1291082,33.00,"Tutti","Smart TV"
2678,268,9,"2024-03-22","Access Prime Time","Sicilia",1778496,25.00,"Responsabili Acquisto","TV Tradizionale"
2679,268,9,"2024-03-22","Access Prime Time","Toscana",429183,34.00,"Tutti","Streaming"
2680,268,9,"2024-03-22","Access Prime Time","Veneto",520114,26.00,"Responsabili Acquisto","Streaming"
2681,269,9,"2024-03-25","Access Prime Time","Calabria",1602347,13.00,"Adulti 25-54","Streaming"
2682,269,9,"2024-03-25","Access Prime Time","Campania",1546334,13.00,"Tutti","Streaming"
2683,269,9,"2024-03-25","Access Prime Time","Emilia-Romagna",479481,32.00,"Responsabili Acquisto","TV Tradizionale"
2684,269,9,"2024-03-25","Access Prime Time","Lazio",663381,30.00,"Responsabili Acquisto","Smart TV"
2685,269,9,"2024-03-25","Access Prime Time","Lombardia",1105938,15.00,"Giovani 15-34","Smart TV"
2686,269,9,"2024-03-25","Access Prime Time","Piemonte",1702468,16.00,"Adulti 25-54","TV Tradizionale"
2687,269,9,"2024-03-25","Access Prime Time","Puglia",1159781,16.00,"Adulti 25-54","Smart TV"
2688,269,9,"2024-03-25","Access Prime Time","Sicilia",579722,31.00,"Responsabili Acquisto","TV Tradizionale"
2689,269,9,"2024-03-25","Access Prime Time","Toscana",557880,26.00,"Giovani 15-34","Streaming"
2690,269,9,"2024-03-25","Access Prime Time","Veneto",69216,34.00,"Giovani 15-34","Streaming"
2691,270,9,"2024-03-28","Access Prime Time","Calabria",413305,29.00,"Responsabili Acquisto","Streaming"
2692,270,9,"2024-03-28","Access Prime Time","Campania",447554,16.00,"Adulti 25-54","Streaming"
2693,270,9,"2024-03-28","Access Prime Time","Emilia-Romagna",1734736,26.00,"Responsabili Acquisto","TV Tradizionale"
2694,270,9,"2024-03-28","Access Prime Time","Lazio",1166315,15.00,"Responsabili Acquisto","Smart TV"
2695,270,9,"2024-03-28","Access Prime Time","Lombardia",1424176,21.00,"Responsabili Acquisto","Smart TV"
2696,270,9,"2024-03-28","Access Prime Time","Piemonte",213775,29.00,"Responsabili Acquisto","TV Tradizionale"
2697,270,9,"2024-03-28","Access Prime Time","Puglia",1676630,27.00,"Giovani 15-34","Smart TV"
2698,270,9,"2024-03-28","Access Prime Time","Sicilia",739667,30.00,"Adulti 25-54","TV Tradizionale"
2699,270,9,"2024-03-28","Access Prime Time","Toscana",1571429,22.00,"Tutti","Streaming"
2700,270,9,"2024-03-28","Access Prime Time","Veneto",484242,7.00,"Adulti 25-54","Streaming"
2701,271,10,"2024-01-03","Pomeriggio","Calabria",1370171,14.00,"Giovani 15-34","Streaming"
2702,271,10,"2024-01-03","Pomeriggio","Campania",1897432,16.00,"Tutti","Streaming"
2703,271,10,"2024-01-03","Pomeriggio","Emilia-Romagna",543315,12.00,"Responsabili Acquisto","TV Tradizionale"
2704,271,10,"2024-01-03","Pomeriggio","Lazio",1079993,29.00,"Adulti 25-54","Smart TV"
2705,271,10,"2024-01-03","Pomeriggio","Lombardia",1172385,20.00,"Giovani 15-34","Smart TV"
2706,271,10,"2024-01-03","Pomeriggio","Piemonte",1029811,6.00,"Responsabili Acquisto","TV Tradizionale"
2707,271,10,"2024-01-03","Pomeriggio","Puglia",529682,27.00,"Adulti 25-54","Smart TV"
2708,271,10,"2024-01-03","Pomeriggio","Sicilia",1302143,34.00,"Tutti","TV Tradizionale"
2709,271,10,"2024-01-03","Pomeriggio","Toscana",544670,31.00,"Giovani 15-34","Streaming"
2710,271,10,"2024-01-03","Pomeriggio","Veneto",664266,15.00,"Tutti","Streaming"
2711,272,10,"2024-01-06","Pomeriggio","Calabria",866355,27.00,"Adulti 25-54","Streaming"
2712,272,10,"2024-01-06","Pomeriggio","Campania",1586631,14.00,"Giovani 15-34","Streaming"
2713,272,10,"2024-01-06","Pomeriggio","Emilia-Romagna",1416141,29.00,"Tutti","TV Tradizionale"
2714,272,10,"2024-01-06","Pomeriggio","Lazio",724734,20.00,"Adulti 25-54","Smart TV"
2715,272,10,"2024-01-06","Pomeriggio","Lombardia",1697093,17.00,"Adulti 25-54","Smart TV"
2716,272,10,"2024-01-06","Pomeriggio","Piemonte",1758669,33.00,"Tutti","TV Tradizionale"
2717,272,10,"2024-01-06","Pomeriggio","Puglia",1783321,17.00,"Responsabili Acquisto","Smart TV"
2718,272,10,"2024-01-06","Pomeriggio","Sicilia",252201,20.00,"Responsabili Acquisto","TV Tradizionale"
2719,272,10,"2024-01-06","Pomeriggio","Toscana",660274,14.00,"Adulti 25-54","Streaming"
2720,272,10,"2024-01-06","Pomeriggio","Veneto",1996883,25.00,"Giovani 15-34","Streaming"
2721,273,10,"2024-01-09","Pomeriggio","Calabria",992683,29.00,"Tutti","Streaming"
2722,273,10,"2024-01-09","Pomeriggio","Campania",1898313,7.00,"Tutti","Streaming"
2723,273,10,"2024-01-09","Pomeriggio","Emilia-Romagna",1174122,5.00,"Adulti 25-54","TV Tradizionale"
2724,273,10,"2024-01-09","Pomeriggio","Lazio",346704,20.00,"Giovani 15-34","Smart TV"
2725,273,10,"2024-01-09","Pomeriggio","Lombardia",641600,8.00,"Giovani 15-34","Smart TV"
2726,273,10,"2024-01-09","Pomeriggio","Piemonte",569230,19.00,"Adulti 25-54","TV Tradizionale"
2727,273,10,"2024-01-09","Pomeriggio","Puglia",170075,6.00,"Tutti","Smart TV"
2728,273,10,"2024-01-09","Pomeriggio","Sicilia",1179887,33.00,"Tutti","TV Tradizionale"
2729,273,10,"2024-01-09","Pomeriggio","Toscana",1315363,6.00,"Adulti 25-54","Streaming"
2730,273,10,"2024-01-09","Pomeriggio","Veneto",1498040,7.00,"Responsabili Acquisto","Streaming"
2731,274,10,"2024-01-12","Pomeriggio","Calabria",169053,32.00,"Tutti","Streaming"
2732,274,10,"2024-01-12","Pomeriggio","Campania",1412274,20.00,"Giovani 15-34","Streaming"
2733,274,10,"2024-01-12","Pomeriggio","Emilia-Romagna",1948821,13.00,"Adulti 25-54","TV Tradizionale"
2734,274,10,"2024-01-12","Pomeriggio","Lazio",64200,31.00,"Responsabili Acquisto","Smart TV"
2735,274,10,"2024-01-12","Pomeriggio","Lombardia",1059753,20.00,"Responsabili Acquisto","Smart TV"
2736,274,10,"2024-01-12","Pomeriggio","Piemonte",426283,9.00,"Adulti 25-54","TV Tradizionale"
2737,274,10,"2024-01-12","Pomeriggio","Puglia",1629354,25.00,"Adulti 25-54","Smart TV"
2738,274,10,"2024-01-12","Pomeriggio","Sicilia",1999715,14.00,"Tutti","TV Tradizionale"
2739,274,10,"2024-01-12","Pomeriggio","Toscana",114382,12.00,"Giovani 15-34","Streaming"
2740,274,10,"2024-01-12","Pomeriggio","Veneto",1474715,13.00,"Giovani 15-34","Streaming"
2741,275,10,"2024-01-15","Pomeriggio","Calabria",1239513,8.00,"Responsabili Acquisto","Streaming"
2742,275,10,"2024-01-15","Pomeriggio","Campania",805568,21.00,"Responsabili Acquisto","Streaming"
2743,275,10,"2024-01-15","Pomeriggio","Emilia-Romagna",1844195,30.00,"Giovani 15-34","TV Tradizionale"
2744,275,10,"2024-01-15","Pomeriggio","Lazio",814687,30.00,"Responsabili Acquisto","Smart TV"
2745,275,10,"2024-01-15","Pomeriggio","Lombardia",128519,19.00,"Adulti 25-54","Smart TV"
2746,275,10,"2024-01-15","Pomeriggio","Piemonte",1847532,9.00,"Adulti 25-54","TV Tradizionale"
2747,275,10,"2024-01-15","Pomeriggio","Puglia",891086,34.00,"Responsabili Acquisto","Smart TV"
2748,275,10,"2024-01-15","Pomeriggio","Sicilia",217903,16.00,"Responsabili Acquisto","TV Tradizionale"
2749,275,10,"2024-01-15","Pomeriggio","Toscana",433050,26.00,"Responsabili Acquisto","Streaming"
2750,275,10,"2024-01-15","Pomeriggio","Veneto",804513,26.00,"Adulti 25-54","Streaming"
2751,276,10,"2024-01-18","Pomeriggio","Calabria",1962226,11.00,"Responsabili Acquisto","Streaming"
2752,276,10,"2024-01-18","Pomeriggio","Campania",265008,5.00,"Tutti","Streaming"
2753,276,10,"2024-01-18","Pomeriggio","Emilia-Romagna",314037,23.00,"Giovani 15-34","TV Tradizionale"
2754,276,10,"2024-01-18","Pomeriggio","Lazio",1831587,19.00,"Tutti","Smart TV"
2755,276,10,"2024-01-18","Pomeriggio","Lombardia",613621,10.00,"Responsabili Acquisto","Smart TV"
2756,276,10,"2024-01-18","Pomeriggio","Piemonte",394456,13.00,"Tutti","TV Tradizionale"
2757,276,10,"2024-01-18","Pomeriggio","Puglia",1334898,14.00,"Adulti 25-54","Smart TV"
2758,276,10,"2024-01-18","Pomeriggio","Sicilia",1655573,20.00,"Giovani 15-34","TV Tradizionale"
2759,276,10,"2024-01-18","Pomeriggio","Toscana",1316914,8.00,"Tutti","Streaming"
2760,276,10,"2024-01-18","Pomeriggio","Veneto",1501113,14.00,"Giovani 15-34","Streaming"
2761,277,10,"2024-01-21","Pomeriggio","Calabria",884355,31.00,"Giovani 15-34","Streaming"
2762,277,10,"2024-01-21","Pomeriggio","Campania",1869961,21.00,"Giovani 15-34","Streaming"
2763,277,10,"2024-01-21","Pomeriggio","Emilia-Romagna",1982146,25.00,"Adulti 25-54","TV Tradizionale"
2764,277,10,"2024-01-21","Pomeriggio","Lazio",840698,20.00,"Giovani 15-34","Smart TV"
2765,277,10,"2024-01-21","Pomeriggio","Lombardia",223677,14.00,"Adulti 25-54","Smart TV"
2766,277,10,"2024-01-21","Pomeriggio","Piemonte",649725,8.00,"Giovani 15-34","TV Tradizionale"
2767,277,10,"2024-01-21","Pomeriggio","Puglia",1965959,29.00,"Giovani 15-34","Smart TV"
2768,277,10,"2024-01-21","Pomeriggio","Sicilia",1929870,26.00,"Responsabili Acquisto","TV Tradizionale"
2769,277,10,"2024-01-21","Pomeriggio","Toscana",135331,12.00,"Responsabili Acquisto","Streaming"
2770,277,10,"2024-01-21","Pomeriggio","Veneto",1890227,19.00,"Responsabili Acquisto","Streaming"
2771,278,10,"2024-01-24","Pomeriggio","Calabria",912760,32.00,"Responsabili Acquisto","Streaming"
2772,278,10,"2024-01-24","Pomeriggio","Campania",1253681,28.00,"Giovani 15-34","Streaming"
2773,278,10,"2024-01-24","Pomeriggio","Emilia-Romagna",1044023,32.00,"Responsabili Acquisto","TV Tradizionale"
2774,278,10,"2024-01-24","Pomeriggio","Lazio",1260007,17.00,"Adulti 25-54","Smart TV"
2775,278,10,"2024-01-24","Pomeriggio","Lombardia",1461361,6.00,"Responsabili Acquisto","Smart TV"
2776,278,10,"2024-01-24","Pomeriggio","Piemonte",947739,22.00,"Adulti 25-54","TV Tradizionale"
2777,278,10,"2024-01-24","Pomeriggio","Puglia",264047,25.00,"Responsabili Acquisto","Smart TV"
2778,278,10,"2024-01-24","Pomeriggio","Sicilia",1626989,18.00,"Tutti","TV Tradizionale"
2779,278,10,"2024-01-24","Pomeriggio","Toscana",1124471,10.00,"Responsabili Acquisto","Streaming"
2780,278,10,"2024-01-24","Pomeriggio","Veneto",826258,24.00,"Giovani 15-34","Streaming"
2781,279,10,"2024-01-27","Pomeriggio","Calabria",1458155,28.00,"Adulti 25-54","Streaming"
2782,279,10,"2024-01-27","Pomeriggio","Campania",1005908,16.00,"Responsabili Acquisto","Streaming"
2783,279,10,"2024-01-27","Pomeriggio","Emilia-Romagna",1499737,17.00,"Giovani 15-34","TV Tradizionale"
2784,279,10,"2024-01-27","Pomeriggio","Lazio",942384,23.00,"Adulti 25-54","Smart TV"
2785,279,10,"2024-01-27","Pomeriggio","Lombardia",336082,22.00,"Tutti","Smart TV"
2786,279,10,"2024-01-27","Pomeriggio","Piemonte",1488790,16.00,"Tutti","TV Tradizionale"
2787,279,10,"2024-01-27","Pomeriggio","Puglia",1461604,26.00,"Giovani 15-34","Smart TV"
2788,279,10,"2024-01-27","Pomeriggio","Sicilia",847613,20.00,"Tutti","TV Tradizionale"
2789,279,10,"2024-01-27","Pomeriggio","Toscana",1427204,29.00,"Responsabili Acquisto","Streaming"
2790,279,10,"2024-01-27","Pomeriggio","Veneto",1161366,13.00,"Giovani 15-34","Streaming"
2791,280,10,"2024-01-30","Pomeriggio","Calabria",1560764,5.00,"Adulti 25-54","Streaming"
2792,280,10,"2024-01-30","Pomeriggio","Campania",1556909,22.00,"Tutti","Streaming"
2793,280,10,"2024-01-30","Pomeriggio","Emilia-Romagna",1806498,17.00,"Tutti","TV Tradizionale"
2794,280,10,"2024-01-30","Pomeriggio","Lazio",892884,16.00,"Adulti 25-54","Smart TV"
2795,280,10,"2024-01-30","Pomeriggio","Lombardia",407575,7.00,"Giovani 15-34","Smart TV"
2796,280,10,"2024-01-30","Pomeriggio","Piemonte",1894233,16.00,"Responsabili Acquisto","TV Tradizionale"
2797,280,10,"2024-01-30","Pomeriggio","Puglia",1398525,13.00,"Responsabili Acquisto","Smart TV"
2798,280,10,"2024-01-30","Pomeriggio","Sicilia",1905162,7.00,"Responsabili Acquisto","TV Tradizionale"
2799,280,10,"2024-01-30","Pomeriggio","Toscana",138211,21.00,"Tutti","Streaming"
2800,280,10,"2024-01-30","Pomeriggio","Veneto",550584,25.00,"Tutti","Streaming"
2801,281,10,"2024-02-02","Pomeriggio","Calabria",311412,27.00,"Responsabili Acquisto","Streaming"
2802,281,10,"2024-02-02","Pomeriggio","Campania",725907,11.00,"Responsabili Acquisto","Streaming"
2803,281,10,"2024-02-02","Pomeriggio","Emilia-Romagna",1800788,17.00,"Tutti","TV Tradizionale"
2804,281,10,"2024-02-02","Pomeriggio","Lazio",408930,30.00,"Giovani 15-34","Smart TV"
2805,281,10,"2024-02-02","Pomeriggio","Lombardia",646064,23.00,"Responsabili Acquisto","Smart TV"
2806,281,10,"2024-02-02","Pomeriggio","Piemonte",1079767,33.00,"Tutti","TV Tradizionale"
2807,281,10,"2024-02-02","Pomeriggio","Puglia",312957,5.00,"Tutti","Smart TV"
2808,281,10,"2024-02-02","Pomeriggio","Sicilia",554264,6.00,"Giovani 15-34","TV Tradizionale"
2809,281,10,"2024-02-02","Pomeriggio","Toscana",1509458,22.00,"Responsabili Acquisto","Streaming"
2810,281,10,"2024-02-02","Pomeriggio","Veneto",896700,22.00,"Giovani 15-34","Streaming"
2811,282,10,"2024-02-05","Pomeriggio","Calabria",1179971,13.00,"Adulti 25-54","Streaming"
2812,282,10,"2024-02-05","Pomeriggio","Campania",744717,18.00,"Responsabili Acquisto","Streaming"
2813,282,10,"2024-02-05","Pomeriggio","Emilia-Romagna",1644441,22.00,"Tutti","TV Tradizionale"
2814,282,10,"2024-02-05","Pomeriggio","Lazio",1356565,10.00,"Giovani 15-34","Smart TV"
2815,282,10,"2024-02-05","Pomeriggio","Lombardia",214840,32.00,"Tutti","Smart TV"
2816,282,10,"2024-02-05","Pomeriggio","Piemonte",1813527,14.00,"Adulti 25-54","TV Tradizionale"
2817,282,10,"2024-02-05","Pomeriggio","Puglia",913427,12.00,"Responsabili Acquisto","Smart TV"
2818,282,10,"2024-02-05","Pomeriggio","Sicilia",1412484,18.00,"Tutti","TV Tradizionale"
2819,282,10,"2024-02-05","Pomeriggio","Toscana",1821288,28.00,"Tutti","Streaming"
2820,282,10,"2024-02-05","Pomeriggio","Veneto",894834,27.00,"Responsabili Acquisto","Streaming"
2821,283,10,"2024-02-08","Pomeriggio","Calabria",401044,27.00,"Responsabili Acquisto","Streaming"
2822,283,10,"2024-02-08","Pomeriggio","Campania",1181255,33.00,"Tutti","Streaming"
2823,283,10,"2024-02-08","Pomeriggio","Emilia-Romagna",1205753,6.00,"Tutti","TV Tradizionale"
2824,283,10,"2024-02-08","Pomeriggio","Lazio",194072,5.00,"Tutti","Smart TV"
2825,283,10,"2024-02-08","Pomeriggio","Lombardia",879179,17.00,"Tutti","Smart TV"
2826,283,10,"2024-02-08","Pomeriggio","Piemonte",1477855,24.00,"Tutti","TV Tradizionale"
2827,283,10,"2024-02-08","Pomeriggio","Puglia",1905484,34.00,"Giovani 15-34","Smart TV"
2828,283,10,"2024-02-08","Pomeriggio","Sicilia",251918,30.00,"Tutti","TV Tradizionale"
2829,283,10,"2024-02-08","Pomeriggio","Toscana",1845274,34.00,"Giovani 15-34","Streaming"
2830,283,10,"2024-02-08","Pomeriggio","Veneto",214580,28.00,"Giovani 15-34","Streaming"
2831,284,10,"2024-02-11","Pomeriggio","Calabria",1035385,20.00,"Tutti","Streaming"
2832,284,10,"2024-02-11","Pomeriggio","Campania",932140,16.00,"Giovani 15-34","Streaming"
2833,284,10,"2024-02-11","Pomeriggio","Emilia-Romagna",1810249,9.00,"Giovani 15-34","TV Tradizionale"
2834,284,10,"2024-02-11","Pomeriggio","Lazio",1914455,18.00,"Giovani 15-34","Smart TV"
2835,284,10,"2024-02-11","Pomeriggio","Lombardia",1599907,11.00,"Adulti 25-54","Smart TV"
2836,284,10,"2024-02-11","Pomeriggio","Piemonte",956374,24.00,"Adulti 25-54","TV Tradizionale"
2837,284,10,"2024-02-11","Pomeriggio","Puglia",1967347,18.00,"Tutti","Smart TV"
2838,284,10,"2024-02-11","Pomeriggio","Sicilia",1035946,14.00,"Tutti","TV Tradizionale"
2839,284,10,"2024-02-11","Pomeriggio","Toscana",677819,7.00,"Giovani 15-34","Streaming"
2840,284,10,"2024-02-11","Pomeriggio","Veneto",351393,8.00,"Responsabili Acquisto","Streaming"
2841,285,10,"2024-02-14","Pomeriggio","Calabria",1048773,9.00,"Responsabili Acquisto","Streaming"
2842,285,10,"2024-02-14","Pomeriggio","Campania",433784,33.00,"Adulti 25-54","Streaming"
2843,285,10,"2024-02-14","Pomeriggio","Emilia-Romagna",743443,16.00,"Tutti","TV Tradizionale"
2844,285,10,"2024-02-14","Pomeriggio","Lazio",1298816,11.00,"Responsabili Acquisto","Smart TV"
2845,285,10,"2024-02-14","Pomeriggio","Lombardia",1896215,23.00,"Responsabili Acquisto","Smart TV"
2846,285,10,"2024-02-14","Pomeriggio","Piemonte",600870,9.00,"Adulti 25-54","TV Tradizionale"
2847,285,10,"2024-02-14","Pomeriggio","Puglia",1050941,21.00,"Responsabili Acquisto","Smart TV"
2848,285,10,"2024-02-14","Pomeriggio","Sicilia",953489,26.00,"Responsabili Acquisto","TV Tradizionale"
2849,285,10,"2024-02-14","Pomeriggio","Toscana",1188963,25.00,"Responsabili Acquisto","Streaming"
2850,285,10,"2024-02-14","Pomeriggio","Veneto",1094125,9.00,"Giovani 15-34","Streaming"
2851,286,10,"2024-02-17","Pomeriggio","Calabria",762178,23.00,"Responsabili Acquisto","Streaming"
2852,286,10,"2024-02-17","Pomeriggio","Campania",1402376,32.00,"Responsabili Acquisto","Streaming"
2853,286,10,"2024-02-17","Pomeriggio","Emilia-Romagna",1979881,11.00,"Responsabili Acquisto","TV Tradizionale"
2854,286,10,"2024-02-17","Pomeriggio","Lazio",1983539,12.00,"Tutti","Smart TV"
2855,286,10,"2024-02-17","Pomeriggio","Lombardia",611493,10.00,"Responsabili Acquisto","Smart TV"
2856,286,10,"2024-02-17","Pomeriggio","Piemonte",1612989,12.00,"Adulti 25-54","TV Tradizionale"
2857,286,10,"2024-02-17","Pomeriggio","Puglia",1307329,27.00,"Responsabili Acquisto","Smart TV"
2858,286,10,"2024-02-17","Pomeriggio","Sicilia",888462,16.00,"Responsabili Acquisto","TV Tradizionale"
2859,286,10,"2024-02-17","Pomeriggio","Toscana",520470,14.00,"Giovani 15-34","Streaming"
2860,286,10,"2024-02-17","Pomeriggio","Veneto",346066,32.00,"Responsabili Acquisto","Streaming"
2861,287,10,"2024-02-20","Pomeriggio","Calabria",1998062,33.00,"Tutti","Streaming"
2862,287,10,"2024-02-20","Pomeriggio","Campania",778859,35.00,"Responsabili Acquisto","Streaming"
2863,287,10,"2024-02-20","Pomeriggio","Emilia-Romagna",1775201,9.00,"Responsabili Acquisto","TV Tradizionale"
2864,287,10,"2024-02-20","Pomeriggio","Lazio",1211026,7.00,"Responsabili Acquisto","Smart TV"
2865,287,10,"2024-02-20","Pomeriggio","Lombardia",829276,22.00,"Responsabili Acquisto","Smart TV"
2866,287,10,"2024-02-20","Pomeriggio","Piemonte",651132,12.00,"Tutti","TV Tradizionale"
2867,287,10,"2024-02-20","Pomeriggio","Puglia",1189125,29.00,"Adulti 25-54","Smart TV"
2868,287,10,"2024-02-20","Pomeriggio","Sicilia",1190592,32.00,"Adulti 25-54","TV Tradizionale"
2869,287,10,"2024-02-20","Pomeriggio","Toscana",843576,26.00,"Giovani 15-34","Streaming"
2870,287,10,"2024-02-20","Pomeriggio","Veneto",64372,28.00,"Giovani 15-34","Streaming"
2871,288,10,"2024-02-23","Pomeriggio","Calabria",351669,8.00,"Tutti","Streaming"
2872,288,10,"2024-02-23","Pomeriggio","Campania",100854,7.00,"Responsabili Acquisto","Streaming"
2873,288,10,"2024-02-23","Pomeriggio","Emilia-Romagna",1698261,14.00,"Responsabili Acquisto","TV Tradizionale"
2874,288,10,"2024-02-23","Pomeriggio","Lazio",1625667,30.00,"Tutti","Smart TV"
2875,288,10,"2024-02-23","Pomeriggio","Lombardia",1767881,15.00,"Tutti","Smart TV"
2876,288,10,"2024-02-23","Pomeriggio","Piemonte",1803462,22.00,"Tutti","TV Tradizionale"
2877,288,10,"2024-02-23","Pomeriggio","Puglia",704214,27.00,"Responsabili Acquisto","Smart TV"
2878,288,10,"2024-02-23","Pomeriggio","Sicilia",1773897,23.00,"Tutti","TV Tradizionale"
